test_year,rank_ic,spread_30,n_stocks
2018,-0.016926417663405226,-0.020023398000486144,168
2019,0.06509128826033479,0.12434954793805159,168
2020,0.11639189921087666,-0.015865106788115105,168
2021,0.15410936369020206,0.09485358042348513,168
2022,0.09026579132521097,-0.009357269200509902,168
2023,-0.07869468164263191,0.050104090461027956,168
2024,0.1431633773872374,0.09706597479398787,168
