,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
CVS,4850914067.846319,5012603528.988116,6294251664.914125,91492270.48059732,6723826004.876897,8048908756.245069,7990219656.886323,6390845070.422535,8289653991.09284,5618664802.5166025
CVX,-1535229160.5589757,-2242094349.4038363,11253194822.326654,20826036501.74069,5301421208.808372,2256052523.5945835,17433747779.75133,44524689284.51461,20003433771.13916,16434216239.687365
CZR,131398669.79655711,37216721.67216722,79640371.22969837,118365644.72497746,92391751.16470264,-985925871.3433056,-246817665.6905516,-1106732910.7418194,510064490.91264415,-168395527.41479188
D,-2371870109.546166,-1998700334.199777,-655312847.0936689,316773241.5150025,-598108308.6053412,-3130184231.2057977,173132918.8636185,-3359582845.589018,-4460048848.569434,-6903882533.105125
DD,6257692683.40334,2858259510.1615424,1374140644.4131532,2333333333.333333,-83054057.99213172,-2373277661.795408,3185386251.9257574,7794795168.721205,744655860.9349308,1062903225.8064516
DG,1010884999.0221006,925182715.1470855,928438394.173242,1361115776.214968,1056338550.9117316,1313270993.7660432,1891334307.0710545,2211345830.05949,1344350489.1535516,732361186.471333
DHI,731509526.1358085,733497998.4669108,730294989.8548462,1535846267.5535846,1179157285.3007398,1832346973.283733,2908061924.930627,7714761524.114043,3555816775.3678145,3725274725.274725
DIS,6324894927.182095,6359590565.198042,6969515327.967118,11652028439.98327,8205758705.481082,-1312159400.5449593,2656826568.2656827,4251421351.86355,2120418848.16754,3723708977.821426
DLR,87521517.99687012,320575992.6973985,-95914956.26569672,148152173.9130435,178881231.92104816,-300695154.185022,541437966.156067,-799674304.9901128,-698203625.999525,-356438366.8380864
DOC,-58029739.77695167,1071410094.0665704,796191295.372441,1580220595.608142,-1175757988.3805375,395618496.1396442,783852584.1389838,1254275312.8555176,769110349.3307215,951227013.571027
DOV,1018826460.8168848,513908712.9741902,726645977.3727216,724373738.4468288,583506076.5879385,666117706.0692192,915132945.4224056,1382242967.992241,935110390.1242384,2255691472.6242924
DRI,715975752.835354,395527792.8661959,380160250.827382,510939112.4871001,473844884.48844886,-152509807.061084,479177897.574124,1137692782.233189,628055690.4646268,729619565.2173914
DUK,-285658383.8779104,-1261169024.571854,-885874649.2048644,-1988034523.342487,-2060367454.0682416,-2661304423.850324,-905499367.8887484,-3133494889.8956904,-1958608542.4922943,-1233226837.060703
DVA,195362347.18826407,507910434.2308041,269362728.50372374,-251310117.8469052,508313039.4574599,637985133.3624836,813494284.1154368,744679265.6587473,748293292.0003444,939261180.0714164
DVN,-17325910733.470066,-4043605122.386124,-69713400.46475601,2067032967.0329669,-544809351.5168383,-1861242902.6989188,1922774869.109948,3965256797.5830817,1898653493.7455184,-1043621399.1769546
EA,977326035.965598,1119701412.9565449,849143334.7262851,1156293819.4369538,779501715.6497091,2734774419.2304244,751829114.4563115,1197796143.2506888,961898282.0207518,1252648529.5364015
ECL,1022773922.392728,1161984196.6637402,1257337827.8385267,1581010815.3078203,1289126588.3866816,-743985819.1947328,987159504.1935724,1654029625.910118,1182906913.4458356,1707525987.5259874
EIX,-1063288662.8191332,-188520765.2823145,-965286801.5593096,-2888329979.879276,-1478145695.3642385,-2241632794.257546,-1772484726.6259377,-2580035571.365052,-1108219293.0904205,-1064181834.0155011
EL,1001955225.3397204,893266921.6401316,1027973811.7507015,1059144295.3020134,1237225147.1043663,577220408.8644562,2201358674.910312,2770072019.205121,-1151515151.5151515,228748068.0061824
ELV,2800860299.149477,2487024528.972627,3251545881.7709618,3860054633.326329,3838200473.55959,3931316844.919786,4696043032.937882,7100807790.195862,5535867882.332703,5371443624.868282
EMN,749389350.2686858,710756695.8481408,1122530274.0599108,1238586314.3194757,690917075.3128887,557500000.0,602551810.6055019,815965643.5518504,434514637.9044684,644116019.9162254
ENPH,-23716822.79469165,-56499067.39112805,-28547450.42492918,-6688190.872277553,122727898.4398899,105620684.1175526,82994971.50519611,618686197.5234069,281810748.4799776,107214224.62941848
EPAM,81960918.41719589,81402407.11669283,56799301.08807878,262299430.07452872,186273467.94190577,320365319.44788826,371308545.8999856,706753438.8404083,367783577.8781039,420711277.85008806
EQIX,-151271625.45205748,-132421313.94627184,-87009605.66228513,-515491601.80254,-243439274.5147894,-428247133.9809224,-471311683.1683168,194153096.398431,26116405.450106323,-194096888.03336543
ES,-175875965.9591118,-229992562.9822441,-465286397.3000844,-413698833.3003757,-853498148.1481481,-507915752.5230364,-489515683.02125305,-423300730.86844367,-3408174391.6071887,-1672714336.2206116
ESS,614380989.6342657,725148370.6535591,738691439.2390435,796718544.7195553,720353446.7637256,863527085.1246775,673056503.6025786,898249169.8156419,667671862.1821164,958398285.8990943
ETR,-1011407610.2905214,-2291810972.798525,-1360667756.8819842,-1352552644.587247,-1109406613.8798325,-1284608366.3281116,-2333726551.776727,-2169355013.550136,-90274692.15534316,-2212714542.190305
EXC,-1337766477.6061022,-1679188920.0687969,1420144391.6182427,384080984.51766574,1338073101.813873,373310810.8108108,117325855.9622196,-1832094931.7954967,-1350261645.363301,-943805990.408108
EXR,308607334.9633252,498413236.7769731,601511722.6396307,622407147.159205,569885492.7418628,631553748.8708221,878270435.0692155,1320403329.8159225,947657384.504907,1310260933.1815965
FANG,-1206072265.625,-1009844861.5753835,-1958519915.154372,-2182233336.957704,-1454018826.9370022,-4180934936.6886992,779692970.6436843,2717391304.347826,144234731.72339898,-4740496147.658962
FDS,241194642.6825692,291237058.6673745,221312161.4967996,305803806.1192304,275438200.498132,337160367.72216547,340428604.1714417,551276521.7391304,444701419.4811552,502100082.71298593
FE,-479264475.743349,-6626560933.369793,-2556894243.6412315,56609395.17330421,-485683218.5574484,-302428065.3244621,386213263.57901216,-1056910569.1056912,-687472908.5392284,-1309012875.536481
FRT,100217093.68276942,5647432.985006815,-11493886.230728336,119810975.6097561,158565510.0983946,165100252.73799494,73941702.06532885,322242157.7946768,199410533.0971171,324923971.7490652
GD,2882416186.1010656,2340860597.4395447,2461499621.3077507,3605104946.7355766,2593776807.299384,2656425304.220247,2538743088.544506,3517755760.881665,2801642991.613897,3240628778.718259
GIS,1072951300.6062976,1434735117.4221735,1389162995.5947137,2145768183.193786,1619770520.7413943,2148784109.89419,2122864188.8321297,2767007150.153218,2254207670.376161,2209575604.545013
GL,808881720.4301076,472433698.7270156,1184753896.6365874,705971503.9577836,572420322.6057819,583443637.5639545,519824749.6423461,847628687.1023712,792365654.6968296,1598385599.159075
GM,-4109254373.106616,-7671976194.643794,-15875467403.6742,-4620051085.568327,-2435205593.9803905,-1180939796.8453217,-32274259.485046264,31076881.502499662,-2002521693.985018,-5969502283.458472
GNRC,85429939.41762751,105964775.96477596,139751275.00980777,256313522.8251508,189745375.5710328,299238399.46200407,379056478.893955,653835381.9822623,161714381.7204301,253476150.2743773
GOOG,11233144420.55892,13529411764.705885,5284344519.755332,16123415977.961432,16090086237.616705,27115960633.290543,48653963414.63415,56415703146.00699,39681008902.07716,47228354734.54982
GOOGL,11233144420.55892,13535353535.353537,5280852469.849662,16102123913.282713,16124562531.247766,27097408706.063457,48535583941.60584,56590694538.09844,39704572446.555824,47331426851.2944
HAS,496276886.97692615,524656713.7493295,395353773.5849056,301209494.3240454,516536728.077805,632119881.8066696,913274202.1074976,962326348.0103604,-824996029.8554866,409477228.9929442
HSIC,553764418.3773216,539867343.3048433,438389909.4218234,615912561.4475473,497088505.561825,470040132.6121096,590734476.5484301,739317205.5166177,438061345.5346552,425713069.3912303
HSY,392243520.7823961,688448165.431421,702757789.4830818,1148238659.173023,1017342150.5571156,1008004452.3597506,1049398672.7096148,1568117377.254248,1359457294.5729458,1897847846.0128324
IFF,398567240.0312744,335346708.905315,236074805.1086416,347979630.01455003,435100845.80351335,432545580.8300052,796124031.007752,-1446556107.0088365,-1523613638.161538,643322475.5700326
INTU,327340238.42094976,601211072.6643599,802595908.9788877,1584954886.4006958,1179156399.4781854,1586918532.079554,1663412164.605482,3801884015.307624,2073602264.6850672,2592345843.511733
IP,728179063.6301438,680159833.2175121,1735108842.9949763,1897810218.9781024,936916759.9850688,849891467.6907665,1798330600.685646,1856583793.7384896,472884678.2097354,801669790.4242631
IPG,440242353.171113,494558119.2860252,474950884.086444,677846703.8166333,584683825.8659041,393200663.3499171,748221599.4826472,1296101291.2122352,926703210.6499608,658717844.0179665
IRM,120583634.76390655,158450089.12655973,242937552.74261603,501702281.4080727,163414819.18570346,485311740.1875652,407715043.2816034,489015054.2653752,-293618295.01915705,-598901266.2285622
ISRG,583928047.7074983,698961625.2821671,484982935.1535837,1175696594.427245,810468049.3273542,837528221.423196,1219123798.341528,1582067077.344285,842729970.3264096,1299324481.714419
K,581907090.4645478,653155228.0055275,1106230389.959659,1282335178.6612985,753556999.8243457,1155194685.3663037,1236290251.8206546,956783919.59799,638886328.0169632,1057153890.7124928
KDP,792998924.4157622,815820868.1288427,1002833897.0655452,833498710.0615201,1371697109.4165633,1320140959.6096504,2014104609.184787,1906098219.1041555,2126164118.7840447,1478659935.7503445
KIM,1200807587.0160346,646034559.9426986,418379349.6362521,592405699.0569905,467804124.5720965,860817766.7081777,729363766.0485021,732563252.272169,706467438.3809749,559161264.1815236
KLAC,391812939.79671615,655627160.7127029,777719457.0135746,896530726.8846197,869798598.3534055,1133626876.4550052,1484103751.1062698,5125691957.51138,2447177909.7723093,1959165082.812924
KMI,-1221896383.1867058,29749256.26859329,-546175304.6542357,1037835552.7372648,1839633809.486228,538598122.9390378,2020171834.142697,3589512771.463936,2022158322.0568333,1997436992.7381456
KMX,393505960.52374434,381331049.2505353,291931519.5547998,578414543.9171336,566591123.7016053,650617471.1481762,605566245.5934196,1511104942.450914,240184940.55482167,216211974.7117888
KO,6619718309.859155,5549747822.099954,749640028.7976962,6023804720.597136,7140626355.513143,7154457193.292145,7887955182.072829,10099718187.730328,8728702490.17038,8841004951.402897
LIN,1087105288.884544,1032851276.5577576,929460580.912863,4590581247.348324,2564945226.917058,3198043590.183628,4096174363.6640754,6236300132.482235,5022175630.9975,4941693425.722494
LKQ,372360703.8123168,404320146.7120776,464245912.0495317,553036505.591897,457421105.6834922,626312858.3128582,764767359.6379578,1493042497.179391,706410458.3398961,645559210.5263158
LNT,-227090464.54767728,-377356746.7652495,-496857670.9796673,-587235724.1651847,-375487465.1810585,-47791839.98583946,1069248071.8669666,-37501339.33354763,-410935202.0070941,-701176051.3186029
LOW,3327468230.6940374,2598460040.7115674,2910627018.967945,4160206718.346253,2060765191.2978249,3904618725.465631,4500772570.083143,10917041175.756104,5625000000.0,6172690763.052208
LRCX,718350757.2056668,881934737.9239466,1412485854.1061325,2765462500.0,1472667560.3217158,1844482566.470308,2601960296.0969043,6932288148.966389,3025020853.607674,2585988812.33372
LULU,173669599.21798632,175828248.38478103,203493387.2462303,223684323.16746923,286116709.2795909,274931530.1522497,410577647.2360296,1104136606.7754765,165291048.06702924,983004308.3551316
MA,3743649863.2278233,3517457008.858781,3168803935.8012743,6395336046.639533,5644977168.949772,5191703850.603207,6177886342.409656,12254475703.324808,9098950994.206982,10987440092.546686
MAR,677154582.7633379,662411592.2028636,1200994147.3582938,1746048697.1379752,767845079.9369512,63962295.909779504,895577577.2814672,3097153070.343419,2387885393.9582686,1675504550.8508112
MDT,3333007526.146027,4726399145.83148,4907726802.345636,4899497487.437185,4975751697.381183,5386807114.487999,3806486320.319705,7241966617.463381,4209994101.2892895,4115397984.011122
MGM,-1069000000.0,-259091740.8300757,818102730.9176185,174209307.45478606,1856039892.1067567,-71713445.449625,1240382945.635975,5822784880.489161,743033797.5050769,314690148.1099403
MHK,463447332.4213406,578048653.7962081,410046422.28269565,624585629.5040271,594069277.3392597,576340576.7165166,676181312.8073552,52930669.48928288,-315980238.0417696,524796170.2445957
MKTX,96945856.1376075,111058313.42359082,117466865.47382373,149309511.82687467,180523271.3357657,261748301.120819,213382786.95062613,315477661.59695816,225127324.97804743,283215840.9333662
MLM,228748534.5838218,277667868.7961532,474391400.56908,464475079.53340405,479436768.5305592,643807574.2067553,545556301.7685248,1113026102.1606095,800807014.8211377,1331209201.119055
MMM,4698924731.1827965,4562846415.161809,4318962555.822741,5631691648.82227,3316000594.2653394,5101436656.508489,4991591254.905102,6574281867.145422,-5425575489.473253,3368488334.931288
MOH,133880582.42939508,12231347.195526822,-343249427.9176201,849714648.065948,585949405.6690034,586627956.6219794,544482626.9568539,979341150.1954216,1011506096.5138243,1115421920.4655674
MOS,723194213.6643535,143450064.85084304,-202568864.1287527,392127011.7442367,-1051609643.4242818,280287558.20602894,814456981.6643159,4052807735.217553,578896805.7001041,-41311686.22407973
MS,6043762821.139006,5340909090.909091,4518115942.028986,9616528925.619837,7087706685.837527,10754884547.069271,11813681054.319782,14932516870.782305,7732616989.799891,11691461335.8128
MTD,326707054.91498923,288046198.2675649,265019182.10758305,488896536.8896537,405884211.2996841,525730812.397479,600391697.8776529,1115637020.7822385,616471805.0873429,694962198.77146
NEM,170171149.1442543,224371010.13894105,466469428.0078896,677247634.0694007,3415983215.716193,3928236837.174443,3227559607.2931275,550223928.3429303,-1347276688.453159,2402832813.42214
NSC,224784988.2720876,737044817.9271709,3781539444.267008,1962838932.6995788,1377066347.520383,1395329441.2010007,1997646366.5784056,2983691188.548633,631561813.2986083,1285276568.295436
NVDA,712261846.6047875,623012803.9872819,1294980694.980695,3105466463.7715087,2375242021.1104865,2165297245.045916,2986463033.6688647,17755174875.089222,2659276165.63417,19483225806.45161
NWS,4886152.64340858,369124622.6821906,-430693851.7464833,-1489091294.2173269,243657178.2178217,-1101089176.3104153,279625151.14873034,679707812.3065494,-117205813.40834504,76498422.71293375
NWSA,42016806.72268907,366375620.6129088,-428425438.25170976,-1493044494.0002124,186641986.73453647,-907228812.8360502,471303686.8110984,1007819287.5760208,50682261.208577,165758939.14278948
ODFL,7794721.407624634,59341632.3310248,227275027.67673573,269275000.0,475890653.86036205,332846614.0639903,404934477.3790952,1147513068.4788291,606908434.2788353,580174969.4376528
OMC,1155718475.073314,1130704474.96677,1013519152.1321874,1432518488.085456,1210751978.8918204,941216795.201371,721928412.6619146,1691440648.1155336,1235890366.526111,1299991781.0470948
OXY,-8353205629.397966,780351855.0775125,1439561338.8984368,3337190952.1304574,-838991649.1063764,-7541808609.476618,5189711433.872929,19242699624.379013,4627606752.730885,2998544395.924309
PEG,-844009779.9511002,-1589574155.653451,-499589752.940104,-1263627353.8156593,-132214826.29707304,298638559.5081247,-1629653046.7082906,-628283712.7845885,481659238.9441207,-203727785.0021673
PEP,4997066301.584197,5156321210.46395,3824454226.933789,11738823291.956806,4762891940.917336,4743925887.082678,4504027799.715685,7001624255.54954,5684817760.685255,7430753657.863255
PFG,1260597773.0025394,1129808095.19819,1763159876.496724,1790740341.031729,1092149669.8459282,1232895369.331838,1183782671.3315496,6145275737.582472,623693927.25273,1400557546.7941058
PH,1088523693.209575,836609404.8238764,899138805.260656,1389096535.9973938,1260125044.9155588,1210466704.152944,1477768302.8286188,2088889589.110159,1953432026.042474,2550873184.01937
PHM,483556771.5458276,531155368.2037165,373412367.8308235,1060118324.6073298,828489608.90198,1174498505.479907,1378069914.202652,3464121049.092132,1942175543.8859715,2384725128.845854
PKG,475520375.25652295,464789959.9093603,560672088.0172207,644830563.3498813,513428357.0892723,387672413.79310346,512067074.1263125,749321266.9683257,668860009.8700445,551384718.0513847
PNR,582022471.9101123,502791376.79292285,532356151.5671293,405794036.7942483,285865858.27965134,311295458.3542819,423102604.0507456,629369753.1637639,508960849.1654488,510821181.8879509
POOL,113947214.07624637,120728365.59710068,148852459.01639345,240562851.782364,209253961.80414468,327445561.8714473,504267900.556819,956866478.0036018,378315417.5749831,324153620.7295442
PPL,-1866992665.036675,-10942914.46288528,-806957769.210078,-236096018.96670943,-298561476.5222112,-600909949.3518757,-1790953075.8006296,-181738559.2292533,-267879921.76205465,-496938503.8601473
PSX,-427901524.0328253,-85587127.69599451,3708108976.934823,4582936885.505868,436220957.07031846,-4484590860.786397,766944955.4266309,12067695141.607183,5578403994.245579,2304095592.692008
PYPL,1088528434.6296656,1260933575.8205595,1545287393.0769844,2228875582.1689954,1890952921.1571183,3780284043.441938,3283993614.859962,4446074834.922964,3348071026.1712904,3350722909.524519
RCL,-117769636.5767878,-269975228.49577177,1530647345.2000608,-883399068.1547296,73673139.15857606,-4989870699.60748,-3967603559.76695,-5139673105.497771,-522477032.0499334,883578162.683622
ROL,153687298.32795542,165780378.03780377,177152451.30960375,284505506.0304143,205833133.3493321,287803529.1495811,336757346.77354056,485465339.8168043,427550864.0503959,476172690.41663074
SCHW,1372070312.5,1476036215.6325276,1616139585.6052346,3566087530.2397184,2415685708.0956163,2748425031.4993696,4512384473.197782,9239534307.654198,4476616446.95543,5352503168.567807
SLB,3180529762.486561,-243688639.55119213,-41436464.08839779,3601468274.777137,-6401480809.912361,-7778754695.867636,1647260273.9726028,3963343450.852206,3238493723.8493724,3478225008.248103
SMCI,73140624.0234375,43017205.20352497,41296111.66500498,45997443.81723294,55507009.3457944,57781342.33853947,60546165.76869141,371846593.42159134,456770937.7236936,686340631.3961422
SPG,2000792098.5722668,2145269021.7391305,2254633312.888811,3053111043.442956,2238715604.1702275,1601741096.6647823,2558228982.751596,4216615288.220551,2425404385.758076,2371411605.292524
STT,2030089878.858929,2074230282.581189,1967510389.119758,3446150519.031142,2110370370.37037,2757548482.12094,2434000990.869842,4189277755.9313145,1518585675.4306438,1869764501.3434489
SW,602694643.0320244,641777723.7354085,788055858.8064047,966348568.5585132,183555412.30134344,343684741.68215615,431088051.1013216,609419375.8127439,296735169.67446685,221063945.931895
SYK,1530791788.8563051,1522302672.7451506,915111378.6875376,3923313208.346573,1712074303.405573,1618574913.7713468,1814760147.601476,3416440385.090101,2876222275.220606,2744345213.25432
T,15787775061.124697,15848901098.901098,29612776588.15132,27927295259.73355,18792974898.517105,6733134223.471539,17159118236.472944,-10912518853.695324,13327535223.517134,10405505265.102531
TAP,389969694.00723433,1824044011.544012,1390702444.026662,1361511532.125206,418199818.4968237,-521069127.63364094,997641880.2075144,-165884023.15168723,833506944.4444445,1062368050.6685432
TECH,122280238.58414005,117722182.08092484,104217576.79180887,179773259.52735788,111401197.60479042,230793580.42206067,148390637.6109766,433454833.5974643,270054124.10428417,171439070.64959696
TGT,-1264300381.3435023,3759084302.3255816,3054023290.4299097,2987243831.0330405,1507557677.008751,2557265569.076593,3438854805.725972,7619768028.24004,-37232392.18119764,1762081784.3866172
TJX,1850211164.33669,1789356537.2601516,1646598210.4814658,2350323180.175529,2204685824.0614743,2458811230.081781,291629563.66874444,3723567489.810597,2387670227.513659,3148085394.78143
TKO,63300097.75171066,57872937.87293787,58396928.24574034,148037906.52595305,68243344.30152558,171598180.62598357,195705241.2245552,477024240.429966,69455577.53504772,279505550.8112724
TMUS,-1210402815.799765,-855525081.8366804,-435338285.8055756,3899000526.038927,2176273351.429028,4242583355.211341,-1799921228.830248,-1217271474.5062013,8730655391.120506,10731159615.557352
TPL,48755630.44116209,37825296.22815088,57893333.33333333,214385852.7751145,221521689.75698388,139483187.01341724,194880489.56083512,534186356.4764328,332764734.85470366,367989846.88446736
TRGP,-74721625.31744482,10438582.29486972,-300790265.05350024,-2455937466.538173,-1557158630.8428414,-1272388059.7014923,288435107.009621,1124335024.124706,-177402576.6183884,-217035690.6807667
TSN,1052888845.439437,1627459954.2334096,1334061334.061334,2777152216.194083,1552710200.5975246,1819631467.044649,2472456254.050551,2768680186.530745,-1072717895.8225888,968883244.1259184
TTWO,-170152447.96247435,103841748.17164508,248024681.3347406,257590630.22866705,380161590.16159016,526303627.4070757,601129233.5857536,610254048.2098546,355876976.8735596,-1696318773.4568396
UAL,6265389876.880984,872512010.9814688,314620144.6358011,231763323.7210296,593730697.9617049,-5010325655.28197,-1062006160.439266,-2244926135.57918,-1391703024.4768171,345394736.8421052
