,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
KIM,,378849999.1288871,426074998.9063843,497795000.1943602,410604998.4428494,1000832998.5308932,844058996.670919,125976002.71607023,654272996.2075335,410784996.7085373
KLAC,,704421999.58912,926075998.8697633,802265001.1094528,1175616994.2069988,1216784995.0275297,2078291990.4878736,3321807008.765723,3387276995.5823827,2761895989.484693
KMI,,707999997.2071911,182999994.3944928,1609000000.8133986,2189999995.9566903,179999997.22906587,1849999995.2169733,2625000001.542009,2485999997.479575,2612999997.6774244
KMX,,623427996.3991863,626969994.1882521,664112001.1410158,842412993.883328,888432995.7227012,746918990.7192945,1151297007.772456,484761987.0722859,479203986.8316591
KO,,6526999999.4623785,1247999999.403829,6434000000.034131,8919999999.397203,7746999999.413133,9770999998.880629,9542000000.413828,10713999999.190264,10630999999.453634
LIN,,1499999998.8702023,1246999997.79568,4381000000.737189,2284999969.28211,2500999982.6172886,3825999968.3640666,4147000016.003331,6198999979.418046,6564999984.399478
LKQ,,463974998.2343735,533743996.5054806,480118000.8561466,541259994.5874385,638422995.6753569,1090999990.8480096,1149000004.5618386,935999994.2522858,689999994.7959026
LNT,,381699998.81201535,467499998.7680254,521999999.80150926,566999998.6263629,623999997.3696986,673999994.5831522,686000001.5542766,702999996.1936854,689999996.7730329
LOW,,2545999997.6917,3090999997.171457,3447000000.8166504,2313999996.513583,4280999998.7183175,5834999998.737598,8442000000.452656,6437000002.280288,7726000006.225553
LRCX,,914048999.2867894,1697762998.50464,2380681000.667561,2191429997.4225287,2251752999.036559,3908457997.994335,4605286001.757728,4510930997.807623,3827771996.954596
LULU,,266046998.90148252,303380998.3057613,258662000.7850516,483800995.3583618,483800997.76097393,588912995.8226936,975322006.108467,854799991.2921653,1550189991.6803863
MA,,4058999998.9760094,3914999998.477574,5859000000.557685,8117999997.569018,6410999998.610157,8686999997.189777,9930000001.788502,11194999998.039776,12873999998.36582
MAR,,808000002.1324455,1458999995.0632524,1907000000.8489416,1272999997.2447848,-267000000.49302632,1098999999.435644,2358000001.141835,3082999999.3980327,2375000000.669669
MDT,,3537999994.8555965,4027999993.547848,3104000001.7575245,4630999990.615716,4788999993.818791,3605999988.0797057,5039000004.78572,3757999992.346985,3675999993.944188
MGM,,1101439996.213022,1952051992.6792247,466772002.5819619,2049145990.2663147,-1032724007.2864976,1254369987.0788295,1473093006.223662,1142179993.308435,746557995.0239892
MHK,,930361987.821578,971637976.6964804,861704006.4401536,744210963.3365703,515594972.3782766,1033158944.3525212,25247033.26558912,-439516043.5299635,517699958.4571199
MKTX,,126171998.63250712,148088997.39121926,172852000.090015,204901997.97709244,299376997.24253494,257887993.48159277,250224004.4373605,258054992.65049297,274180992.4484547
MLM,,425385988.9261786,713299981.794449,470000004.422989,611899981.1025162,720999984.7036344,702499966.7648643,867000021.6051815,1168999965.6735811,1994999961.7929728
MMM,,5049999997.448389,4857999996.813043,5349000001.436601,4569999993.615934,5448999997.186963,5920999993.976144,5777000003.081566,-6995000006.116326,4172999997.7232976
MOH,,7999995.619801557,-512000007.1734708,707000001.399428,736999989.9898288,672999993.4755642,658999987.379144,792000005.3469844,1090999990.50828,1178999989.0032785
MOS,,297799995.30028635,-107200008.82944676,470000002.4361295,-1067400012.6245068,666099993.514749,1630599987.3820913,3582800006.457848,1164899990.5396185,174899990.54445118
MS,,5978999990.274126,6110999981.816626,8748000004.504265,9041999980.25797,10995999987.7572,15033999972.199783,11029000013.255516,9086999982.0865,13389999981.891222
MTD,,384369995.93960834,375971995.2073746,512611001.8806689,561108989.5698268,602738996.739369,768984996.1034012,872502001.8905617,788777999.6295929,863140001.9802468
NEM,,-27000000.67813167,-114000000.13754156,340999999.8609831,2804999999.532288,2828999998.67703,1165999997.031397,-458999998.7447862,-2521000002.615973,3347999995.0498414
NSC,,1667999992.2652774,5403999986.041831,2666000005.4168634,2721999976.9351263,2012999986.533908,3004999976.2961154,3270000008.979021,1826999987.022256,2621999986.3182974
NVDA,,613999999.9702438,1665999999.945758,3047000000.034541,4140999999.815231,2795999999.907214,4331999999.778816,9752000000.30554,4367999999.415861,29759999999.499874
NWS,,178999989.76214808,-738000016.49282,-1513999996.7643974,227999985.37476504,-1269000008.5942063,329999986.8540921,623000008.470534,148999987.65870777,265999988.4063345
NWSA,,178999994.58391845,-738000008.4826899,-1513999998.3040986,154999992.56785843,-1269000004.225256,329999993.5623162,623000004.2935385,148999993.74910182,265999994.20777276
ODFL,,295764998.8664242,463773997.6574792,605668000.8711146,615517995.4683893,672681997.7413752,1034374995.0372286,1377159004.1019278,1239501994.2506623,1186072993.7119818
OMC,,1148599999.0069504,1088399998.6490011,1326400000.2175548,1339099998.2919753,951199998.498132,1395599997.0384457,1299400001.5282416,1391399997.6101592,1480599997.530552
OXY,,-574000003.6628435,1304999995.1582055,4114000001.033601,-667000006.090203,-14831000010.131905,2311999989.3883114,13221000003.604437,4672999993.636165,3042999994.8447795
PEG,,886999997.6546044,1573999997.4510932,1437999999.7503316,1692999997.2147756,1904999995.813263,-648000008.4954847,1031000002.4991148,2562999995.412243,1771999995.2405078
PEP,,6328999999.153302,4856999999.0822735,12515000000.07247,7313999998.325589,7119999998.440665,7617999997.380713,8910000000.897575,9073999998.192717,9577999998.826763
PFG,,1316499991.807094,2310399984.7354426,1546500004.292965,1394199981.1803236,1395799983.4852676,1580199965.5019777,4756900014.387516,623199987.5760652,1570999987.3048968
PH,,806839993.8273023,983411990.4932216,1060801003.2982512,1512363981.8195412,1201969988.4291868,1746099978.167926,1315605013.7501504,2082935979.6516848,2844214973.6809087
PHM,,602702996.0346487,447220994.06216097,1022023000.9590296,1016699994.5078616,1406838994.2762716,1946319986.1701827,2617317009.855788,2602371984.7709813,3083261986.506868
PKG,,449599997.3243338,448999995.0263163,738000001.4355816,696399990.1095924,460999994.53904885,841099990.0349194,1029800004.6504683,765199991.2048615,805099991.1681514
PNR,,522199995.9750807,666499992.6529043,347400001.66857386,355699996.41513824,358599997.69078684,552999995.5220435,480900002.98811805,622899995.0336661,625399994.0432084
POOL,,148954999.09853673,191632998.9224265,234461000.24321744,261574998.6164245,366737998.4198223,650623995.2773005,748462006.402558,523228989.0472469,434324989.543379
PPL,,1901999998.7047117,1127999998.457085,1826999999.821072,1745999998.340655,1468999997.1040924,-1480000005.461363,756000001.6065285,739999996.6911999,887999997.6098357
PSX,,1554999990.3454027,5105999986.424443,5595000003.368151,3075999981.65653,-3983000013.805195,1314999980.522272,11024000006.250387,7003999986.699477,2116999988.242592
PYPL,,1400999997.7250972,1794999996.0549,2057000001.678627,2458999993.251322,4201999996.444891,4168999991.908118,2419000007.395965,4245999991.282838,4146999992.309928
RCL,,1283387994.9530797,1625132989.4775963,1811042003.0256996,1878886985.3563128,-5797462013.349709,-5260000018.050551,-2155999993.902099,1696999995.5194397,2876999993.620219
ROL,,167368999.8791082,179123999.77407134,231663000.0631973,203346999.6299536,266755998.7934986,356564999.5400327,368599000.2672089,434956999.5398964,466378999.6174136
SCHW,,1888999998.462147,2353999996.529936,3507000000.944527,3703999995.525025,3298999997.6736093,5854999988.879093,7183000006.09806,5066999994.346882,5941999993.951738
SLB,,-1687000003.3583546,-1505000006.3462417,2138000001.146747,-10107000007.833078,-10486000003.9936,1880999996.283171,3441000001.440216,4202999997.6916,4460999997.129611
SMCI,,72080999.80145875,66853999.632861294,46165000.07918576,71917999.59871991,84307999.75273666,111864999.36653514,285163000.4908462,639997999.0519586,1208148997.977358
SPG,,1838895998.5755396,1947961998.1343424,2440058000.1671104,2101583998.281285,1112563998.155863,2249630995.5999336,2139535002.0799155,2617017997.382176,2370895997.642564
STT,,2142999985.984825,2155999975.4240904,2593000006.0084724,2241999969.002585,2419999980.5732474,2692999961.26919,2774000023.227671,1943999970.814689,2686999977.386383
SW,,637387499.7580606,794179999.0547822,1002000000.0472332,475999998.3685231,544999999.57036,704637199.0253472,965652600.6468762,747284998.4934927,307930698.18273985
SYK,,1646999997.3582838,1019999995.9370096,3553000001.460851,2082999991.0435536,1598999993.6806245,1993999987.8542664,2358000007.3835707,3164999988.7944627,2992999990.3686137
T,,12975999998.408094,29449999997.90185,19370000000.62985,13902999994.622314,-5176000003.596356,20080999994.355827,-8523999998.315435,14399999997.939823,10947999998.796474
TAP,,1975899995.864616,1414199989.5116906,1116500002.0556707,241699984.5388534,-945700010.7617072,1005699981.8359993,-175299993.8959863,948899989.5906357,1122399990.2577858
TECH,,104475999.41730516,77285999.02937393,125350000.369803,96071997.67289816,229295999.0439676,140409997.88140342,272051002.4355436,285262996.5945596,168104996.6503864
TGT,,3362999996.8841014,2736999995.933822,2914000001.054648,2936999993.387219,3280999997.0660124,4367999994.185495,6946000006.59486,2779999991.807599,4137999994.778479
TJX,,2277657999.537279,2298233999.3270564,2607948000.1279497,3059797998.844206,3272192999.15392,89999998.138082,3283000000.8708577,3497999998.77666,4473999998.966142
TKO,,33840999.629752755,32639999.240266036,99588000.22884963,77060998.64885436,131770998.49834166,177407998.7943322,387275001.3972931,-35227001.17283689,9407991.097088518
TMUS,,1459999998.0711992,4535999995.893053,2888000000.9983582,3467999994.417767,3063999996.327077,3023999984.2556124,2590000007.982049,8316999988.634653,11338999993.444645
TPL,,37239549.82702268,76360999.66322076,209736000.21125576,320927996.5829681,176048995.37772033,269979991.7867057,446362004.95460767,405644992.6610815,453959989.9536422
TRGP,,-187300001.60532808,53999989.10645228,1600001.963609632,-209200010.15314943,-1553900006.5653763,71199993.47339822,1142300001.7966266,828199996.8991504,1269499997.3146577
TSN,,1767999996.8329506,1773999996.6428263,2970000000.860277,1979999992.242525,2060999993.652034,3046999987.3676004,3238000004.877746,-648000011.3738339,799999993.4462509
TTWO,,-8302000.4110887665,67302999.2709837,173533000.56221676,333836996.7880363,404458998.7134492,588899997.2282267,418000002.7714827,-1124700005.3255267,-3744200012.346764
UAL,,2262999995.413669,2142999990.8712704,2122000001.718537,3008999990.843218,-7069000009.225142,-1964000009.083469,737000004.2827697,2617999992.495596,3148999990.27676
ULTA,,320007996.2328558,409759993.1843408,555234001.4071393,658558989.3005041,705944991.4019641,175834983.04428855,985837008.896616,1242407991.6482863,1291004991.6473403
VRTX,,-112052000.8755428,263483998.23680037,2096896000.7381368,1176809993.560085,2711699996.5198946,2342099991.515854,3322000003.940974,3619599989.839061,-535600012.5762856
WDC,,241999994.56134036,396999987.0588536,675000003.1258495,-754000016.4280975,-250000007.42498487,820999987.4431499,1546000008.5573835,-1684000012.5856297,-798000013.1525158
WEC,,940199997.9468054,1204899998.1765258,1060499999.6089996,1135199997.9745245,1201099996.1800232,1301499992.6404335,1409300001.7191155,1332899994.9712973,1528399996.2599952
WELL,,1077802997.99954,522773996.8567631,804954000.1323942,1232431997.6569607,978843995.2449948,336137990.2720033,141214002.93450263,340093994.29296327,951679992.9227473
WMB,,-424000001.35372704,2173999998.102072,-154999999.61968037,849999996.815233,210999997.87280807,1516999996.5923245,2049000000.9540844,3178999998.325052,2224999998.1628838
WST,,143599998.25229806,150699997.04715192,206900000.79879224,241699994.89752623,346199997.2840799,661799994.2232956,585900006.7325794,593399988.8824248,492699991.1178878
XOM,,7839999994.604901,19709999993.24696,20840000002.00721,14339999987.465887,-22440000008.389187,23039999987.225777,55740000004.23724,36009999992.609055,33679999993.9198
ZBRA,,-137000003.36784872,16999995.22079747,421000001.4684722,543999988.9189203,503999992.62367153,836999984.480758,463000016.7930991,295999979.00348204,527999977.7004421
