,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ACN,210.94095920610343,223.010191199725,231.8490380262067,262.71170482123,276.95506062400574,284.08177902266664,323.8568460926175,394.7437080573944,410.8774009436443,415.9064841980634
ADI,27.88128386869933,27.77022436660291,42.58258152902054,50.52333998721728,48.62710633101796,45.47779065836346,59.399634536230224,97.51250737337224,99.87919567113502,76.5165068044163
ADSK,46.89894457895505,46.19781313743411,37.90234086810222,38.40475591175893,48.33495175597387,61.052801219284056,71.06360843244391,82.45418233266099,92.70307428665816,101.9827551303176
AES,43.94393296776969,31.66877822294625,32.71194840039826,33.44995237668522,31.73105703951056,30.08378234138484,34.69552870797121,39.2917053704165,39.47231393845297,38.23296548882341
AIZ,355.86039624826805,245.26967780183168,217.7812596436254,276.08539304253674,328.8510478604081,331.6358155955478,351.55018312899455,351.73652446443145,384.1254091757349,409.8646688243191
ALB,98.81473594142813,72.45215996521797,83.13575644480842,91.33503035616368,97.1393425106249,84.67651328069266,90.06327608379601,198.10128181166388,260.26682704821945,145.53000798561737
AMCR,5.662118027710418,5.588420690011787,5.362971160382692,5.496847637535168,5.578777452308444,7.3542183628020386,7.586028421879773,8.578741728311906,8.667218850097301,8.045519607685257
AMGN,141.35518904111956,150.02756676412054,149.10094702246056,154.9608380647893,152.44852397648577,165.90408670397116,169.52573428581132,171.77050323743836,183.9535951929259,218.10801581157696
AON,76.22363072877988,75.65275754505168,80.38859282978284,86.59583364440499,88.54966721688322,88.97581198783524,98.03741872109843,100.33699239076417,107.549291627443,126.2192568755682
AOS,45.35916740791623,48.03082505062967,53.588731311374936,57.0078808514473,53.517200986268826,51.77543756993488,63.28466687950906,67.12942185396282,68.89800914221155,68.277483571916
APA,31.91697842309661,26.83666351194728,29.43682468694497,36.74227752669809,32.457011897903826,22.17637463675912,39.92747496607026,55.378432717498825,41.39756609193434,48.68801800183169
APD,111.96414339871446,107.37642253248646,117.16289258992046,127.78934772173868,127.62764701747052,126.73185373541848,147.72003275755395,181.714386125649,180.3034401574329,173.15712761658992
ARE,41.07131906731466,44.99721786643512,56.354004831536514,66.52458793170243,76.73972258387204,94.49724956761116,105.94900300183184,129.09626549338452,142.44749865268545,152.83367317773315
ATO,40.14148425176932,33.663723604882506,37.84777135569762,42.72746211362984,39.79674846062698,38.68985541695079,46.73126311650432,57.62275823219371,58.63343190559284,57.12252996382771
AVY,105.10917452620508,107.21597324469109,116.50455990236392,126.1084617528536,124.5424550131094,122.80557914653146,148.11534834898873,159.23064929774685,147.34027189737182,154.23492925959775
