,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
ACN,9.857030584006395,13.273283139412786,11.121021207382103,13.105474348714395,15.4270848385525,16.488223250400317,19.06731701791577,22.199661696997943,22.18154603029795,23.45090162838061
ADI,41.2423764233673,50.99468061621168,47.66364253352112,89.18553379857887,80.66521361155078,72.24662664765754,82.28744129005537,162.66432199694472,196.162190229837,96.7781227431044
ADSK,6.6158344892077325,-26.366284150143287,-46.844637361236174,-45.84983584268782,-6.534956316968028,17.348367945416367,97.70083206556164,40.19645160313255,66.56273575327585,73.27562404917121
AES,0.7553726119702203,-0.0271539174237654,-1.3576958711883051,2.478412099405562,0.74549846017976,0.1061471317474492,-1.0195061723650372,-1.347821719397845,0.5973861833228541,4.161954979679061
AIZ,4.34181991784789,17.34059475507968,15.93733622488618,7.69875171756434,11.735228713705643,13.520357598017377,41.769562107486536,8.483963048120705,19.706964057908724,23.317095839412
ALB,1.2660032172621607,2.433204006112824,0.20734258707467,2.621785585718915,2.0156950376173146,1.420453598715158,0.4675017762752712,10.167974625247792,5.948014303371083,-4.458523372518374
AMCR,65.74373278946642,23.753342305897693,57.71251094372067,69.63069437026766,41.62839184596815,59.22030639175386,90.86252892460271,77.89599125059127,101.40993643555235,70.63860076140574
AMGN,41.23213429488965,45.88478758108343,11.759388063061918,49.87786932862139,46.59783789314378,43.163312223386434,35.01671240809696,38.93254703849504,39.91299121757802,24.30313146939022
AON,56.99751605026418,57.45020390337097,50.454118900811466,46.66800231119103,63.04707190541856,81.03112570611565,51.64756869536573,106.54625924486209,105.51742321507392,109.22123292231127
AOS,23.34152687540548,26.93887778303248,24.46363633283042,36.65007507265859,30.52797788582548,28.457025872489748,40.18967034644754,19.44714699375423,45.92397970608233,44.02629459426075
APA,-29.870608565620945,-1.8153122987455093,1.6848165391915613,0.0516814889322556,-4.541510839922039,-6.181106076297877,1.466462248452778,4.74694475842776,3.688766272539807,1.0387979275383552
APD,36.532254994445616,18.04171384849724,85.77461294728431,42.81869593135663,50.31439767604999,53.936462554206535,60.0084955464753,64.49676852098658,65.75748723548305,109.4395324905992
ARE,9.2303964660831,-4.217896347249922,10.822548171431864,24.27730534086073,23.24384041135975,49.34409417124861,36.56182204636466,33.388079217407856,6.633261400170481,20.66987462175105
ATO,3.7870798762313376,4.208114934501616,4.764827395431258,7.248596488072922,6.146902709462712,7.229112693803713,7.999810342503082,9.307965030528592,10.641204652940184,12.53519532658028
AVY,30.271651619494136,35.39233931597437,31.09934898422693,51.58209977014786,33.50518932438359,61.34892867399486,81.67717595183233,83.55328997856,55.510903261412864,77.79251632001974
AXON,1.132444057514339,0.982686242052152,0.2958228168101722,1.6592097877743597,0.0501086469035081,-0.0979447928136616,-3.4097741154816474,8.359338091536774,9.98667605287931,21.420253488228656
BALL,78.47655357134884,73.4495857269208,104.4492207675604,126.79130007612945,158.07021110812613,163.37645494391128,245.20432041154544,200.7994377857645,197.44812588947912,1119.33817335931
BAX,99.50040869448372,510.3507532728426,61.87938639884215,158.91284281164445,102.89246808179566,113.27422560053829,131.98194706995568,-250.0872875554534,273.0093858394099,-66.71050128380158
BBY,52.86560635346298,38.4594070551957,52.65122838771496,42.87559314960501,62.76986837102174,66.07128904354131,77.09031648298983,105.21670558913073,60.84046667928951,53.208611098659816
BEN,134.23542569043175,113.88213508557388,111.90352614796618,50.41495573024421,78.86075688991757,52.690356008493055,120.77428955157404,85.20549621651293,58.22386567066926,30.65524780666864
BIIB,4605.492304090964,4807.785989170575,3296.815762423841,5752.90520206818,7645.740465926034,5194.455176697579,2020.46985463658,3956.152946527984,1507.5943372652998,2119.2795429200087
BKR,-4.754315430844697,1.992732870354048,-0.4785697050850265,1.529853975271808,1.0042118401784172,-77.98332571385525,-1.7181436953052611,-4.715088405837727,15.243621917708325,23.371461499152392
BSX,-9.201329882847586,13.359253009824744,4.003925974126147,64.33231060350761,180.9466545999317,-3.156941633445616,40.03925974126146,26.87250317250049,61.329366122913015,71.37768034644112
BX,27.935101206292423,40.89237962937538,57.90873288020427,60.680010282840655,80.66914831128106,41.14225664572636,230.5290417299136,68.7813545381149,54.740737833085625,109.27477317918505
CAG,-27.39820198119052,-73.4306521823673,69.34153019230047,87.68292352175145,73.57165638892133,91.1212568661843,140.87404882490202,96.33841250868336,74.14651969256468,37.65896962735293
CAH,28.12787787249205,33.035787427198485,29.817865596518324,5.92653229247569,31.554154354079564,-85.49485842231535,14.144965744932216,-21.715184727899214,7.639670533269445,19.72424028589566
CAT,187.6327028658588,-5.004534670387158,56.31968867868533,459.1473823711919,455.11387681595454,223.93425286299552,484.6929175543623,500.8269397753119,771.968146544049,806.1035546689285
CBRE,86.64368487711553,90.57749934242268,109.50243921968185,168.37109142101338,203.0737295715901,119.08478748648814,290.9068545054232,222.81216346713688,156.14271014825658,153.2922347094446
CCL,590.6565481226044,934.2256956361508,876.0677088261281,1059.6183492785708,1005.1582691443294,-3441.070248482059,-3193.982847873001,-2048.304125048963,-24.87682672798676,644.1081082543598
CDW,29.576099097092182,31.19027468661346,38.38069322175371,47.177950184644686,54.060207925421786,57.8535205607968,72.5351812636699,81.77266793279394,81.0242774321977,79.07992956300161
CF,76.41566985153604,-30.23877221267926,39.08115686692843,31.65792036706493,53.818464624010375,34.60538191848132,100.1045275055122,365.26690189034224,166.47699503370353,132.96326554167277
CFG,23.560425581629865,29.31029134857525,46.33550364387207,48.270824316648806,50.23419311511796,29.646868856884243,65.04360348071387,58.14376456037942,45.10138611340574,42.324621669856505
CHTR,-6.981775462404551,90.7373180021728,254.9249749095683,31.68850117622729,42.972699156054574,83.00841527626369,119.90104428793649,130.23201093156823,117.40203240655916,130.95337518598646
CLX,25.374253651399705,28.34916614846036,30.667847947639984,36.00519095707234,35.87394481749613,41.08004168735228,31.0615863663686,20.211905494735625,6.518558265618199,12.249639693779166
CMCSA,69.64373227502635,74.18256181935,193.78754561986383,100.08460410612936,111.39755142901129,89.87223763140113,120.79941262796744,45.81487716732714,131.2847914061136,138.14422552948994
CNP,-6.798546868661215,4.2441795480659605,17.605485532718063,3.615412207611744,7.771171348426332,-7.594330533923584,14.599191686171338,10.384485607189168,9.00905704994557,10.011154998794478
COO,9.917722426268266,13.348038176698086,18.171502448152967,6.817359057378923,22.74239794194956,11.61728662815679,143.49590576314307,18.800122404122863,14.336433414445168,19.11686889356505
COP,-184.2736504195395,-150.44020918397365,-35.581294288325715,260.3884893123439,299.1741808640627,-112.40359751200909,336.2120193630216,774.8815200568712,454.52502481531405,383.6121295319141
COST,127.83053288809909,126.3785243109099,144.0715177144373,168.54055114484748,196.77405125685925,215.21993799670693,269.26692392541526,314.27918981827975,338.37177658052985,396.18322919083965
CPB,6.512492365936652,5.505305108141645,8.673544637516233,2.552192954218417,2.063267100919869,15.919425783400706,9.798074100102893,7.402337418940008,8.389967642603075,5.544419176405528
CPRT,6.281697019527667,7.727256458413526,11.267543763245264,11.943207110918353,16.911390574227234,20.00429385278457,26.76630062517376,31.1573978510517,35.37632096498453,38.95696514997339
CPT,3.453715214500412,11.35685846538464,2.720998134338487,2.162812702843872,3.042397354969512,1.7165164789281058,4.209968231727641,9.054381655717698,5.5869660046324805,2.262068140791432
CRL,26.43544461521557,27.400705805079514,21.83965408577898,40.07869980430501,44.61925161561293,64.49899349086478,69.2222579852137,86.08493897703352,84.03083767021006,1.823054745419853
